demande_id,region,prefecture,commune,quartier,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur,commune_id,latitude,longitude,altitude_m,superficie_km2_x,population_densite,code_postal,type_commune,distance_capitale_km,zone_climatique,population,superficie_km2_y,densite,taux_urbanisation,taux_alphabétisation,age_median,nombre_menages,revenu_moyen_fcfa,pib_par_habitant_fcfa,taux_chomage,taux_pauvrete,acces_electricite,acces_eau_potable,acces_internet,indice_developpement,score_education,score_sante,nombre_ecoles,nombre_hopitaux,nombre_banques,mois,nom_mois,jour_semaine,est_weekend
D301,MARITIME,VO,VOGAN,Kodjoviakopé,Certificat de nationalité,Identité,187,14,0.09,2023-09-30,Première demande,Traitee,En ligne,54,M,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,9,September,Saturday,True
D302,SAVANES,TONE,DAPAONG,Kodjoviakopé,Livre de famille,Civil,186,43,0.03,2023-12-20,Nouveau mariage,Rejetée,Guichet,41,F,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,12,December,Wednesday,False
D303,KARA,KOZAH,KARA,Tokoin,Carte d'identité,Identité,43,37,0.05,2023-07-17,Détérioration,En cours,En ligne,43,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,7,July,Monday,False
D304,SAVANES,TONE,DAPAONG,Amoutivé,Certificat de nationalité,Identité,173,25,0.11,2023-01-08,Première demande,En cours,Guichet,64,F,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,1,January,Sunday,True
D305,PLATEAUX,OGOU,ATAKPAME,Nyékonakpoé,Casier judiciaire,Judiciaire,179,40,0.03,2023-09-11,Emploi,Traitee,En ligne,54,F,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,9,September,Monday,False
D306,PLATEAUX,OGOU,ATAKPAME,Hôpital,Casier judiciaire,Judiciaire,152,27,0.12,2023-06-11,Emploi,En cours,Guichet,61,M,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,6,June,Sunday,True
D307,SAVANES,OTI,MANGO,Amoutivé,Carte d'identité,Identité,50,26,0.07,2023-11-20,Vol,Traitee,En ligne,52,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,11,November,Monday,False
D308,SAVANES,TONE,DAPAONG,Kodjoviakopé,Acte de naissance,Civil,104,39,0.06,2023-09-18,Erreur,Rejetée,En ligne,63,F,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,9,September,Monday,False
D309,CENTRALE,SOTOUBOUA,SOTOUBOUA,Agoè,Casier judiciaire,Judiciaire,150,23,0.1,2023-04-05,Voyage,En cours,En ligne,70,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,4,April,Wednesday,False
D310,PLATEAUX,KLOTO,KPALIME,Kwé,Passeport,Voyage,42,11,0.12,2023-06-27,Expiration,En cours,En ligne,46,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,6,June,Tuesday,False
D311,PLATEAUX,KLOTO,KPALIME,Agoè,Certificat de nationalité,Identité,60,42,0.04,2023-11-12,Perte,Traitee,Guichet,49,F,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,11,November,Sunday,True
D312,KARA,KOZAH,KARA,Golfe,Carte d'identité,Identité,60,18,0.07,2023-01-20,Vol,En cours,En ligne,64,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,1,January,Friday,False
D313,KARA,BINAH,PAGOUDA,Bè,Passeport,Voyage,66,17,0.09,2023-11-10,Expiration,Traitee,Guichet,90,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,11,November,Friday,False
D314,CENTRALE,SOTOUBOUA,SOTOUBOUA,Nyékonakpoé,Livre de famille,Civil,109,21,0.02,2023-05-13,Détérioration,Traitee,Guichet,44,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,5,May,Saturday,True
D315,CENTRALE,TCHAOUDJO,SOKODE,Tokoin,Acte de naissance,Civil,28,27,0.06,2023-10-29,Erreur,Rejetée,Guichet,24,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,10,October,Sunday,True
D316,SAVANES,OTI,MANGO,Nyékonakpoé,Passeport,Voyage,85,19,0.09,2023-01-10,Perte,Rejetée,Guichet,46,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,1,January,Tuesday,False
D317,CENTRALE,SOTOUBOUA,SOTOUBOUA,Bè,Livre de famille,Civil,70,32,0.07,2023-10-21,Nouveau mariage,Traitee,Guichet,36,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,10,October,Saturday,True
D318,CENTRALE,SOTOUBOUA,SOTOUBOUA,Kodjoviakopé,Carte d'identité,Identité,105,29,0.03,2023-11-12,Première demande,Rejetée,Guichet,49,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,11,November,Sunday,True
D319,SAVANES,OTI,MANGO,Amoutivé,Carte d'identité,Identité,142,5,0.04,2023-11-12,Détérioration,En cours,Guichet,67,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,11,November,Sunday,True
D320,PLATEAUX,HAHO,NOTSE,Agoè,Carte d'identité,Identité,166,1,0.01,2023-07-08,Expiration,Traitee,Guichet,52,F,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,7,July,Saturday,True
D321,MARITIME,LACS,ANEHO,Amoutivé,Passeport,Voyage,161,12,0.05,2023-08-06,Voyage,Rejetée,Guichet,19,M,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,8,August,Sunday,True
D322,SAVANES,TONE,DAPAONG,Bè,Livre de famille,Civil,45,5,0.09,2023-11-05,Détérioration,Traitee,En ligne,81,M,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,,,,,,,,11,November,Sunday,True
D323,PLATEAUX,OGOU,ATAKPAME,Nyékonakpoé,Acte de naissance,Civil,41,12,0.01,2023-06-11,Reconstitution,Traitee,Guichet,50,M,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,6,June,Sunday,True
D324,MARITIME,LACS,ANEHO,Nyékonakpoé,Casier judiciaire,Judiciaire,132,44,0.09,2023-10-18,Voyage,Traitee,En ligne,21,F,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,10,October,Wednesday,False
D325,PLATEAUX,HAHO,NOTSE,Adidogomé,Carte d'identité,Identité,156,26,0.02,2023-04-06,Vol,Rejetée,En ligne,76,F,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,4,April,Thursday,False
D326,KARA,KOZAH,KARA,Kwé,Certificat de nationalité,Identité,97,24,0.12,2023-10-06,Perte,Rejetée,En ligne,86,M,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,10,October,Friday,False
D327,PLATEAUX,HAHO,NOTSE,Adidogomé,Carte d'identité,Identité,43,34,0.05,2023-06-12,Première demande,Traitee,Guichet,78,F,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,6,June,Monday,False
D328,PLATEAUX,KLOTO,KPALIME,Tokoin,Carte d'identité,Identité,101,34,0.01,2023-06-17,Détérioration,Rejetée,Guichet,42,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,6,June,Saturday,True
D329,SAVANES,OTI,MANGO,Tokoin,Carte d'identité,Identité,68,26,0.08,2023-07-25,Première demande,Traitee,Guichet,46,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,7,July,Tuesday,False
D330,MARITIME,VO,VOGAN,Amoutivé,Livre de famille,Civil,130,23,0.08,2023-12-14,Perte,Traitee,Guichet,28,M,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,12,December,Thursday,False
D331,CENTRALE,TCHAOUDJO,SOKODE,Adidogomé,Livre de famille,Civil,185,31,0.12,2023-01-21,Détérioration,Traitee,En ligne,66,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,1,January,Saturday,True
D332,PLATEAUX,OGOU,ATAKPAME,Bè,Certificat de nationalité,Identité,63,42,0.03,2023-05-15,Première demande,Rejetée,Guichet,56,M,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,5,May,Monday,False
D333,SAVANES,OTI,MANGO,Kwé,Livre de famille,Civil,168,32,0.14,2023-03-31,Détérioration,Traitee,Guichet,46,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,3,March,Friday,False
D334,SAVANES,OTI,MANGO,Adidogomé,Livre de famille,Civil,125,32,0.07,2023-01-03,Perte,Traitee,Guichet,44,M,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,1,January,Tuesday,False
D335,KARA,KOZAH,KARA,Golfe,Livre de famille,Civil,120,43,0.12,2023-07-22,Perte,Rejetée,En ligne,45,M,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,7,July,Saturday,True
D336,CENTRALE,TCHAOUDJO,SOKODE,Agoè,Acte de naissance,Civil,141,18,0.1,2023-09-19,Reconstitution,En cours,En ligne,20,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,9,September,Tuesday,False
D337,PLATEAUX,KLOTO,KPALIME,Hedzranawoé,Acte de naissance,Civil,137,5,0.14,2023-06-16,Perte,Rejetée,En ligne,38,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,6,June,Friday,False
D338,KARA,BINAH,PAGOUDA,Adidogomé,Livre de famille,Civil,197,20,0.1,2023-07-09,Détérioration,Rejetée,Guichet,59,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,7,July,Sunday,True
D339,PLATEAUX,KLOTO,KPALIME,Kwé,Carte d'identité,Identité,149,13,0.07,2023-09-02,Vol,Traitee,En ligne,65,M,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,9,September,Saturday,True
D340,SAVANES,OTI,MANGO,Kodjoviakopé,Carte d'identité,Identité,22,2,0.06,2023-07-04,Première demande,Rejetée,En ligne,61,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,7,July,Tuesday,False
D341,CENTRALE,SOTOUBOUA,SOTOUBOUA,Adidogomé,Carte d'identité,Identité,193,40,0.1,2023-02-09,Expiration,Traitee,Guichet,52,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,2,February,Thursday,False
D342,CENTRALE,SOTOUBOUA,SOTOUBOUA,Agoè,Carte d'identité,Identité,145,45,0.11,2023-08-11,Vol,En cours,En ligne,66,M,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,8,August,Friday,False
D343,PLATEAUX,HAHO,NOTSE,Kodjoviakopé,Acte de naissance,Civil,81,36,0.14,2023-11-27,Detérioré,En cours,En ligne,56,M,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,11,November,Monday,False
D344,KARA,BINAH,PAGOUDA,Amoutivé,Acte de naissance,Civil,176,13,0.15,2023-01-17,Perte,Rejetée,En ligne,72,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,1,January,Tuesday,False
D345,KARA,BINAH,PAGOUDA,Adidogomé,Certificat de nationalité,Identité,199,43,0.01,2023-04-08,Première demande,En cours,Guichet,41,F,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,4,April,Saturday,True
D346,CENTRALE,TCHAOUDJO,SOKODE,Kwé,Casier judiciaire,Judiciaire,116,10,0.01,2023-05-17,Voyage,En cours,Guichet,68,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,5,May,Wednesday,False
D347,CENTRALE,TCHAOUDJO,SOKODE,Kwé,Passeport,Voyage,50,16,0.1,2023-08-22,Expiration,Traitee,Guichet,34,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,8,August,Tuesday,False
D348,CENTRALE,SOTOUBOUA,SOTOUBOUA,Bè,Certificat de nationalité,Identité,88,16,0.07,2023-08-30,Perte,Traitee,En ligne,45,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,8,August,Wednesday,False
D349,CENTRALE,TCHAOUDJO,SOKODE,Hedzranawoé,Carte d'identité,Identité,45,18,0.08,2023-05-27,Détérioration,En cours,En ligne,33,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,5,May,Saturday,True
D350,KARA,KOZAH,KARA,Bè,Livre de famille,Civil,15,33,0.01,2023-08-14,Nouveau mariage,Traitee,En ligne,80,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,8,August,Monday,False
D351,MARITIME,VO,VOGAN,Kodjoviakopé,Livre de famille,Civil,103,6,0.08,2023-06-21,Nouveau mariage,Traitee,En ligne,75,F,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,6,June,Wednesday,False
D352,SAVANES,OTI,MANGO,Kwé,Livre de famille,Civil,147,4,0.13,2023-09-01,Détérioration,Rejetée,En ligne,75,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,9,September,Friday,False
D353,KARA,KOZAH,KARA,Tokoin,Acte de naissance,Civil,114,6,0.08,2023-02-06,Perte,Traitee,Guichet,89,F,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,2,February,Monday,False
D354,CENTRALE,TCHAOUDJO,SOKODE,Kodjoviakopé,Certificat de nationalité,Identité,99,21,0.03,2023-05-28,Première demande,Rejetée,En ligne,45,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,5,May,Sunday,True
D355,SAVANES,OTI,MANGO,Kodjoviakopé,Passeport,Voyage,38,26,0.11,2023-02-11,Voyage,Traitee,En ligne,64,F,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,2,February,Saturday,True
D356,PLATEAUX,OGOU,ATAKPAME,Kwé,Certificat de nationalité,Identité,101,14,0.08,2023-01-16,Première demande,En cours,En ligne,34,M,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,1,January,Monday,False
D357,CENTRALE,TCHAOUDJO,SOKODE,Nyékonakpoé,Certificat de nationalité,Identité,89,43,0.02,2023-04-05,Perte,Rejetée,Guichet,22,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,4,April,Wednesday,False
D358,CENTRALE,TCHAOUDJO,SOKODE,Hôpital,Carte d'identité,Identité,32,24,0.07,2023-05-11,Vol,Traitee,En ligne,80,M,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,5,May,Thursday,False
D359,CENTRALE,TCHAOUDJO,SOKODE,Tokoin,Livre de famille,Civil,166,19,0.1,2023-01-13,Détérioration,Traitee,Guichet,31,F,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,1,January,Friday,False
D360,CENTRALE,SOTOUBOUA,SOTOUBOUA,Kwé,Casier judiciaire,Judiciaire,172,16,0.09,2023-07-26,Emploi,En cours,Guichet,66,F,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,7,July,Wednesday,False
D361,MARITIME,VO,VOGAN,Hedzranawoé,Livre de famille,Civil,12,17,0.14,2023-07-20,Nouveau mariage,En cours,Guichet,56,M,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,,,,,,,,7,July,Thursday,False
D362,MARITIME,ZIO,TSEVIE,Amoutivé,Passeport,Voyage,136,3,0.05,2023-02-08,Page pleine,Traitee,En ligne,90,M,COM039,6.1125,1.2066,66.0,102.0,1427.0,BP 124,Urbaine,3.0,Côtière,128421.0,73.0,1759.0,0.52,0.86,22.0,20002.0,217586.0,,,,,,,,,,,,,2,February,Wednesday,False
D363,PLATEAUX,OGOU,ATAKPAME,Nyékonakpoé,Carte d'identité,Identité,10,4,0.07,2023-10-27,Détérioration,Rejetée,En ligne,45,M,COM053,7.3133,1.1083,354.0,137.0,3058.0,BP 87,Urbaine,131.0,Transition,58073.0,177.0,328.0,0.56,0.76,20.0,13170.0,208908.0,660000.0,0.18,0.34,0.89,0.86,0.44,0.65,0.71,0.66,125.0,9.0,23.0,10,October,Friday,False
D364,PLATEAUX,HAHO,NOTSE,Kodjoviakopé,Certificat de nationalité,Identité,93,13,0.05,2023-12-15,Concours,Traitee,En ligne,48,M,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,12,December,Friday,False
D365,KARA,BINAH,PAGOUDA,Hôpital,Casier judiciaire,Judiciaire,55,40,0.09,2023-10-10,Emploi,Traitee,En ligne,33,M,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,,,,,,,,10,October,Tuesday,False
